2025-08-13 14:15:11,958 - root - ERROR - Application error: Cannot find empty port in range: 7860-7860. You can specify a different port by setting the GRADIO_SERVER_PORT environment variable or passing the `server_port` parameter to `launch()`.
2025-08-13 14:15:13,338 - httpx - INFO - HTTP Request: GET https://api.gradio.app/pkg-version "HTTP/1.1 200 OK"
2025-08-13 14:15:53,214 - httpx - INFO - HTTP Request: GET http://127.0.0.1:7868/gradio_api/startup-events "HTTP/1.1 200 OK"
2025-08-13 14:15:53,261 - httpx - INFO - HTTP Request: HEAD http://127.0.0.1:7868/ "HTTP/1.1 200 OK"
2025-08-13 14:15:53,848 - httpx - INFO - HTTP Request: GET https://api.gradio.app/pkg-version "HTTP/1.1 200 OK"
2025-08-13 14:16:56,730 - src.ui.gradio_interface - INFO - Processing uploaded file: C:\Users\KaranJoshi\AppData\Local\Temp\gradio\d3f366e4131c6bcc7dab62edc96728ed371bb8495ba113fcec8743d51ec2e2d0\144255BILL OF SALE.pdf
2025-08-13 14:16:56,731 - src.agents.main_graph - INFO - Starting document processing workflow for: C:\Users\KaranJoshi\AppData\Local\Temp\gradio\d3f366e4131c6bcc7dab62edc96728ed371bb8495ba113fcec8743d51ec2e2d0\144255BILL OF SALE.pdf
2025-08-13 14:16:56,793 - src.agents.document_processor - INFO - File processed successfully
2025-08-13 14:16:56,821 - src.agents.text_extractor - ERROR - Error in text extraction: File path or type not found in state
2025-08-13 14:16:56,827 - src.agents.main_graph - INFO - Workflow completed with status: error
2025-08-13 14:21:06,756 - src.ui.gradio_interface - INFO - Processing uploaded file: C:\Users\KaranJoshi\AppData\Local\Temp\gradio\e7b245b40d2640b2431647a2033c383cb958935398f4172f3e12779c5942f747\144255GA MV-12020.pdf
2025-08-13 14:21:06,757 - src.agents.main_graph - INFO - Starting document processing workflow for: C:\Users\KaranJoshi\AppData\Local\Temp\gradio\e7b245b40d2640b2431647a2033c383cb958935398f4172f3e12779c5942f747\144255GA MV-12020.pdf
2025-08-13 14:21:06,780 - src.agents.document_processor - INFO - File processed successfully
2025-08-13 14:21:06,810 - src.agents.text_extractor - ERROR - Error in text extraction: File path or type not found in state
2025-08-13 14:21:06,812 - src.agents.main_graph - INFO - Workflow completed with status: error
2025-08-13 14:25:26,517 - src.ui.gradio_interface - INFO - Processing uploaded file: C:\Users\KaranJoshi\AppData\Local\Temp\gradio\e7b245b40d2640b2431647a2033c383cb958935398f4172f3e12779c5942f747\144255GA MV-12020.pdf
2025-08-13 14:25:26,518 - src.agents.main_graph - INFO - Starting document processing workflow for: C:\Users\KaranJoshi\AppData\Local\Temp\gradio\e7b245b40d2640b2431647a2033c383cb958935398f4172f3e12779c5942f747\144255GA MV-12020.pdf
2025-08-13 14:25:26,529 - src.agents.document_processor - INFO - File processed successfully
2025-08-13 14:25:26,534 - src.agents.text_extractor - ERROR - Error in text extraction: File path or type not found in state
2025-08-13 14:25:26,540 - src.agents.main_graph - INFO - Workflow completed with status: error
2025-08-13 14:25:53,500 - httpx - INFO - HTTP Request: GET https://api.gradio.app/pkg-version "HTTP/1.1 200 OK"
2025-08-13 14:25:54,017 - httpx - INFO - HTTP Request: GET http://127.0.0.1:7868/gradio_api/startup-events "HTTP/1.1 200 OK"
2025-08-13 14:25:54,032 - httpx - INFO - HTTP Request: HEAD http://127.0.0.1:7868/ "HTTP/1.1 200 OK"
2025-08-13 14:26:01,688 - src.ui.gradio_interface - INFO - Processing uploaded file: C:\Users\KaranJoshi\AppData\Local\Temp\gradio\e7b245b40d2640b2431647a2033c383cb958935398f4172f3e12779c5942f747\144255GA MV-12020.pdf
2025-08-13 14:26:01,688 - src.agents.main_graph - INFO - Starting document processing workflow for: C:\Users\KaranJoshi\AppData\Local\Temp\gradio\e7b245b40d2640b2431647a2033c383cb958935398f4172f3e12779c5942f747\144255GA MV-12020.pdf
2025-08-13 14:26:01,702 - src.agents.document_processor - INFO - File processed successfully
2025-08-13 14:26:01,706 - src.agents.text_extractor - ERROR - Error in text extraction: 'file_type'
2025-08-13 14:26:01,707 - src.agents.main_graph - INFO - Workflow completed with status: error
2025-08-13 14:30:10,863 - httpx - INFO - HTTP Request: GET http://127.0.0.1:7868/gradio_api/startup-events "HTTP/1.1 200 OK"
2025-08-13 14:30:10,901 - httpx - INFO - HTTP Request: HEAD http://127.0.0.1:7868/ "HTTP/1.1 200 OK"
2025-08-13 14:30:11,573 - httpx - INFO - HTTP Request: GET https://api.gradio.app/pkg-version "HTTP/1.1 200 OK"
2025-08-13 14:30:22,495 - src.ui.gradio_interface - INFO - Processing uploaded file: C:\Users\KaranJoshi\AppData\Local\Temp\gradio\e7b245b40d2640b2431647a2033c383cb958935398f4172f3e12779c5942f747\144255GA MV-12020.pdf
2025-08-13 14:30:22,495 - src.agents.main_graph - INFO - Starting document processing workflow for: C:\Users\KaranJoshi\AppData\Local\Temp\gradio\e7b245b40d2640b2431647a2033c383cb958935398f4172f3e12779c5942f747\144255GA MV-12020.pdf
2025-08-13 14:30:22,520 - src.agents.document_processor - INFO - File processed successfully
2025-08-13 14:30:22,524 - src.agents.text_extractor - ERROR - Error in text extraction: 'file_type'
2025-08-13 14:30:22,526 - src.agents.main_graph - INFO - Workflow completed with status: error
2025-08-13 14:31:44,709 - httpx - INFO - HTTP Request: GET http://127.0.0.1:7868/gradio_api/startup-events "HTTP/1.1 200 OK"
